"id","language","text","text_normalized","caesar","vigenere","sp_network","char_count"
"1528","fr","On ne prête qu'aux riches et c'est là une grande injustice","On ne prete qu'aux riches et c'est la une grande injustice","Rq qh suhwh tx'dxa ulfkhv hw f'hvw od xqh judqgh lqmxvwlfh","Rc ey sgvnh fl'uxm icfwvm hi t'yvi cu xcv aupexh xedxhkcft","cm dU lwsia go'qtm rvobvg ic q'pav mi mer irhral fqlmqprng","58"
"1529","fr","Aide-toi le ciel t'aidera car Dieu aide ceux qui agissent","Aide-toi le ciel t'aidera car Dieu aide ceux qui agissent","Dlgh-wrl oh flho w'dlghud fdu Glhx dlgh fhxa txl djlvvhqw","Dxuy-wdz fh rzyo i'rcgtiu fpi Xltl ulsv whjo kxx ralhjyqi","crfF-agb jc uvqj m'yuaphd vRg vaps ttbt inzr qye rucqvtzx","57"
"1530","fr","Qui vivra verra et qui attendra obtiendra ce qu'il attend","Qui vivra verra et qui attendra obtiendra ce qu'il attend","Txl ylyud yhuud hw txl dwwhqgud rewlhqgud fh tx'lo dwwhqg","Tjz plkiu ytild tk kxx rnwtexup fvwxvhggr wh fl'co pknhcu","hzn Pjatv tppcv nf nwr prurblih ragqbibdg du mq'tw hmynqa","57"
"1531","fr","Les bons comptes font les bons amis durables et sincères","Les bons comptes font les bons amis durables et sinceres","Ohv erqv frpswhv irqw ohv erqv dplv gxudeohv hw vlqfhuhv","Otj vrcj wrbgnhh wiqi cyv qfhv pdcv slldqcyv tk mlctyutj","ipm Yzbu zwkqudv qbcv xxm qigm hsif titcxpfm oi ncmptpaz","56"
"1532","fr","Il faut battre le fer quand il est chaud sans attendre","Il faut battre le fer quand il est chaud sans attendre","Lo idxw edwwuh oh ihu txdqg lo hvw fkdxg vdqv dwwhqguh","La wuxi suwiiy ot wyu fluqs zf hhk wkplx vpem dikyqsiy","ae vTba rscvpb vc yba gsatg xj bqh qnrnt ohvi lcfncsxv","54"
"1533","fr","La vengeance est un plat qui se mange froid dit-on souvent","La vengeance est un plat qui se mange froid dit-on souvent","Od yhqjhdqfh hvw xq sodw txl vh pdqjh iurlg glw-rq vrxyhqw","Op myqvvuqrv yvi lh sarn tjz mh brhjt wlrxu xli-fh vdlphck","ch iYoaxicuv xiq it wezs uop jq kpqut zbrrv uaq-tg hfmitqn","58"
"1534","fr","Qui se couche avec des chiens se lève avec des puces","Qui se couche avec des chiens se leve avec des puces","Txl vh frxfkh dyhf ghv fklhqv vh ohyh dyhf ghv sxfhv","Tjz mh rfofwv uytt xhh tbltem vt cyyt rphr uyv elwhh","ozu Pj yqgabp girc pkq pqpotl cp pimh cucu lqa bitqq","52"
"1535","fr","L'appétit vient en mangeant et l'amour en aimant vraiment","L'appetit vient en mangeant et l'amour en aimant vraiment","O'dsshwlw ylhqw hq pdqjhdqw hw o'dprxu hq dlpdqw yudlphqw","O'pgjhizn yxvhw te gdcxydck yw a'rgrji yq pzgdck pupzghck","z'hvYdwqj qrpci db lcmmfrcf nd e'zbucu vd hmxjhf ndhmajqn","57"
"1536","fr","Tout vient à point à qui sait attendre avec patience","Tout vient a point a qui sait attendre avec patience","Wrxw ylhqw d srlqw d txl vdlw dwwhqguh dyhf sdwlhqfh","Wdln yxvhw p gilck u tjz mdxk uwivhggv uytt jdizyqrv","wfrB tqciv h mbdat n ozr pjaf nqvdbiad izpv cpcfjuxi","52"
"1537","fr","Le diable est dans les détails et Dieu dans la vue d'ensemble","Le diable est dans les details et Dieu dans la vue d'ensemble","Oh gldeoh hvw gdqv ohv ghwdlov hw Glhx gdqv od yxh g'hqvhpeoh","Ot ucdqcy hhk xdcj fhh uywpzfv tk Xltl xdcj fd kly g'temhbsfh","mp xYacfm rqm qngf zcq hqagbjR pp inrt tgmn fz cft o'pkdlgqsq","61"
"1538","fr","Mieux vaut prévenir que guérir quand il est encore possible","Mieux vaut prevenir que guerir quand il est encore possible","Plhxa ydxw suhyhqlu txh jxhulu txdqg lo hvw hqfruh srvvleoh","Pxvoa krow eiyytecu fly jjvllg hodcu co tjn hctiut givhzvot","yrnHi yeuc lpbvmclc gza ttziyd mtqmf aw pmy zvqpvp qadiijpy","59"
"1539","fr","Un mal pour un bien arrive parfois dans les vies humaines","Un mal pour un bien arrive parfois dans les vies humaines","Xq pdo srxu xq elhq duulyh sduirlv gdqv ohv ylhv kxpdlqhv","Xc duo efou je vlte uugzph erlidzm gpem otj pltj bxbrcqtj","am lRf yygi zp alat lhdlaj tquofhv jodl hpp yzkt zmkpruxz","57"
"1540","fr","La fin justifie les moyens selon certains penseurs politiques","La fin justifie les moyens selon certains penseurs politiques","Od ilq mxvwlilh ohv prbhqv vhorq fhuwdlqv shqvhxuv srolwltxhv","Op wcq ylmwxwch avm pdpyqh jyode whgkulcj jhcjyxgj jraznlflyv","mh cYb oxtmrebb oqi cfqhhc xzbfd ylaqnzmm tzcqzzde rzwujcgtti","61"
"1541","fr","Rien ne sert de courir il faut partir à point dit La Fontaine","Rien ne sert de courir il faut partir a point dit La Fontaine","Ulhq qh vhuw gh frxulu lo idxw sduwlu d srlqw glw Od Irqwdlqh","Uxvh qt jyui uy fdlllg zf ipln spinlg r jrxen gxk Fd Ufhwpzhh","qrpA ic xzcv fa atgtgd ht jwvt whdsvz t uwrru lGd nq Ahfgqbjq","61"
"1542","fr","Qui a bu boira et qui a menti mentira encore demain","Qui a bu boira et qui a menti mentira encore demain","Txl d ex erlud hw txl d phqwl phqwlud hqfruh ghpdlq","Tjz u ej silgr yw flc d bvhwx dyqizld tewrgv xhbrcq","azz P jv lscdg tu mbt q krfic bftvpxj bflrdk uimqux","51"
"1543","fr","La raison et le cœur se disputent souvent sans vainqueur","La raison et le coeur se disputent souvent sans vainqueur","Od udlvrq hw oh frhxu vh glvsxwhqw vrxyhqw vdqv ydlqtxhxu","Op iulhfh hi cy fdvou hv xlhgowten vdlphck mdcj pdxekxtll","ah qYvqtg cv fq mygir qq aiytdwpfb lhitomm qnhf znrpfltrt","56"
"1544","fr","Qui n'entend qu'une cloche n'entend qu'un son incomplet","Qui n'entend qu'une cloche n'entend qu'un son incomplet","Txl q'hqwhqg tx'xqh forfkh q'hqwhqg tx'xq vrq lqfrpsohw","Tjz h'hckyqs ho'xcv wodtbh c'vhwtex tj'lh vde cqrfgsavn","qzm P'jcqnys mx'qbr ikfmyp q'qirpzb lq'pt mfu ildxgwesi","55"
"1545","fr","L'homme propose et Dieu dispose de nos projets à sa guise","L'homme propose et Dieu dispose de nos projets a sa guise","O'krpph sursrvh hw Glhx glvsrvh gh qrv surmhwv d vd jxlvh","O'wfgpt glrefmh tk Xltl xlhgivt uy qdj judaywh r md vlcvt","d'bpYgt hdolpug Rq nrpq ttvtdcp fi azx zcfqaeo b um ipfti","57"
"1546","fr","La beauté du monde est dans sa diversité et ses contrastes","La beaute du monde est dans sa diversite et ses contrastes","Od ehdxwh gx prqgh hvw gdqv vd glyhuvlwh hw vhv frqwudvwhv","Op sydjky gj diqsv yvi uuqh ju gxmyuhznh tk mhh tiqiiuvivm","ch zYscfn vz sdfcx iav qiaa xz crqdowajo pq qnv qpavvxvoii","58"
"1547","fr","Il ne faut pas mettre tous ses œufs dans le même panier","Il ne faut pas mettre tous ses oeufs dans le meme panier","Lo qh idxw sdv phwwuh wrxv vhv rhxiv gdqv oh phph sdqlhu","La ey ipln spj ghiklh ifov hvm rtlzv srhv av ghbv jdczyu","ce hT lwvt dhv sztqny vqqg oii jpsut qiud ek iizq icmfja","55"
"1548","fr","Les absents ont toujours tort dans les histoires des présents","Les absents ont toujours tort dans les histoires des presents","Ohv devhqwv rqw wrxmrxuv wruw gdqv ohv klvwrluhv ghv suhvhqwv","Otj uehvhwh fhw ifomdllv iflw srhv avm kxjnrxiyv svm sgvmhckm","apq Yzqliqq vbg ybgtfvot tigq sebu oii wrrnzcuvo sdi iosiomqn","61"
"1549","fr","Un bienfait n'est jamais perdu même s'il semble oublié","Un bienfait n'est jamais perdu meme s'il semble oublie","Xq elhqidlw q'hvw mdpdlv shugx phph v'lo vhpeoh rxeolh","Xc schcwuli e'yvi auppzm stixx bvgh h'zf vtdvot foeazy","mm mRsaqbcv v'tla ieohph jrsvd kqri g'qj ippify ygcelj","54"
"1550","fr","La sagesse des nations vaut souvent mieux que la science","La sagesse des nations vaut souvent mieux que la science","Od vdjhvvh ghv qdwlrqv ydxw vrxyhqw plhxa txh od vflhqfh","Op jujtjmh svm qpkcrcj pdjk mrjmyqi dchjo kxt cu vrzyqrv","ah pYzozzo shq imxnhmz uzof nczvuom xfnzp qya rm cuuijxi","56"
"1551","fr","On ne change pas une équipe qui gagne selon les pragmatiques","On ne change pas une equipe qui gagne selon les pragmatiques","Rq qh fkdqjh sdv xqh htxlsh txl jdjqh vhorq ohv sudjpdwltxhv","Rc ey fwrhjt guv jey hflcst hol vraqt jyode fhh gldvduwxhohh","cm bU lqguap zzd cil mgpqty sqe iptuc xzgfq ylt qdairffybqqq","60"
"1552","fr","Le malheur des uns fait parfois le bonheur des autres hélas","Le malheur des uns fait parfois le bonheur des autres helas","Oh pdokhxu ghv xqv idlw sduirlv oh erqkhxu ghv dxwuhv khodv","Ot duowvou svm xcj zdxk jdgwilh cy edebhji xhh rowgvm ktcuv","ap bYfyyio sma ijr zzrd fnvfbcq ft mkllrzq qvy quodpb ianmi","59"
"1553","fr","Chassez le naturel il revient toujours au galop sans fail","Chassez le naturel il revient toujours au galop sans fail","Fkdvvhc oh qdwxuho lo uhylhqw wrxmrxuv dx jdors vdqv idlo","Fwrmvtq fh crnxgvf la iyyxvhw ifomdllv pl adafj vpem ipzf","obpGugi xw mdqugri ce rtvqciy vfbgtote he itzfg ohhi lgvj","57"
"1554","fr","Il faut tourner sept fois sa langue avant de parler","Il faut tourner sept fois sa langue avant de parler","Lo idxw wrxuqhu vhsw irlv vd odqjxh dydqw gh sduohu","La wuxi kixgeyu hvjw ufcv hr fdcxoh pmuqi uy spifhg","ae vTbv rncdqrl zaim aqbg gi uymhfr aqocv hx agsvdq","51"
"1555","fr","La simplicité est la marque du vrai génie créateur","La simplicite est la marque du vrai genie createur","Od vlpsolflwh hvw od pdutxh gx yudl jhqlh fuhdwhxu","Op jcpeccfxky hhk fd brltjv xx kiul vvhlt tlhpkyxg","mh lYzmhmcrqg ngq nt kzfurp ia nirv qtitp htpcqndr","50"
"1556","fr","Qui dort en paix se réveille heureux et prêt pour demain","Qui dort en paix se reveille heureux et pret pour demain","Txl gruw hq sdla vh uhyhlooh khxuhxa hw suhw srxu ghpdlq","Tjz xrgk yq erca hv lhkvcoav bhjiyxm vn sgvn sdll gtdulc","rzd Pjcu nm lqxu te imneqiky iczoqvw ri wdfs itst apmdft","56"
"1557","fr","La curiosité est le premier pas vers la connaissance vraie","La curiosite est le premier pas vers la connaissance vraie","Od fxulrvlwh hvw oh suhplhu sdv yhuv od frqqdlvvdqfh yudlh","Op touxfmliv yvi cy sgvglti jdh myuh cu fdehdxjmdcty ygrch","yh rYpoagcvv tic im ddpsizt vcq qfoa am qfrglofzcmdf pmcuq","58"
"1558","fr","Ce qu'on apprend dans la jeunesse dure jusqu'à la vieillesse","Ce qu'on apprend dans la jeunesse dure jusqu'a la vieillesse","Fh tx'rq dssuhqg gdqv od mhxqhvvh gxuh mxvtx'd od ylhloohvvh","Ft ho'rc rjsgvhg srhv ar dhjeyvhv xxgv dxhho'd ar pltzfotjmh","yp mG'qz uuqdssi qduf ez iucqlrqd iifr iyqer'q hf ugpptjoyzq","60"
"1559","fr","La solitude est parfois le plus beau cadeau qu'on puisse faire","La solitude est parfois le plus beau cadeau qu'on puisse faire","Od vrolwxgh hvw sduirlv oh soxv ehdx fdghdx tx'rq sxlvvh idluh","Op jioxkogt vmw erlidzm ot gfxh sydj tugtro tj'fh sjzmvt wulgv","vh rYzyynop ldi tbuofpv jg ydcq zrsa fpypzd uq'pg ozpsja ibdti","62"
"1560","fr","Il faut avoir les yeux ouverts pour voir la beauté du monde","Il faut avoir les yeux ouverts pour voir la beaute du monde","Lo idxw dyrlu ohv bhxa rxyhuwv srxu yrlu od ehdxwh gx prqgh","La wuxi rprxi fhh pyxm foytinv efou kfcu ar vhplnh sl grcuy","ae vTbh rugrq uvc qhyo prgwcvy lnig magi eh auwqtd sm qtcua","59"
"1561","it","La vita è come un'eco: restituisce quello che gli mandi","La vita e come un'eco: restituisce quello che gli mandi","Od ylwd h frph xq'hfr: uhvwlwxlvfh txhoor fkh jol pdqgl","Op mcwp v wrbv oq'tti: utjnlilcvrv kxtcfr ryy jaz gdcuc","mh hYob b iykp ui'vxp: wpvazmttnup iigrmc ueu cdz jmmfa","55"
"1562","it","Meglio soli che male accompagnati in questo mondo incerto","Meglio soli che male accompagnati in questo mondo incerto","Phjolr vrol fkh pdoh dffrpsdjqdwl lq txhvwr prqgr lqfhuwr","Ptxfld jiox tbh brfh ptwrbgujcrnl xe kxtjnr bfhgd zhftinr","gpfHrv tzkr kyp gqub hkqpaudwmrzu nt lwpkrz qugqf pdjwgvu","57"
"1563","it","Chi si ferma è perduto e chi va avanti trova la strada","Chi si ferma e perduto e chi va avanti trova la strada","Fkl vl ihupd h shugxwr h fkl yd dydqwl wuryd od vwudgd","Fwz ml uvlpp v jhguowd v wkx mu dkrhwx klrkr fd hkldsr","oba Gj ttizh d hiyqabf r bia no qnrfut bngnq uu tfnsfu","54"
"1564","it","L'uomo è quello che mangia ma ancor più quello che pensa","L'uomo e quello che mangia ma ancor piu quello che pensa","O'xrpr h txhoor fkh pdqjld pd dqfru slx txhoor fkh shqvd","O'jfgr t hohaci fwv gdcxcd br uqrfl sxl kxtcfr ryy stemd","d'zpYg y uqvebq mdg immkfr af uturx gns tgpurm cuc opslf","56"
"1565","it","La casa è dove si trova il cuore e non dove stai il corpo","La casa e dove si trova il cuore e non dove stai il corpo","Od fdvd h gryh vl wuryd lo fxruh h qrq gryh vwdl lo frusr","Op tuvp v xrkv ml iiiyp zf fjflh t eiq sfph hkul xc wrggi","ah hYpr i ionv ui vtvgh zc jtggv p sql hxga qrqn bt mvdud","57"
"1566","it","Chi non ha memoria non ha storia né futuro né identità","Chi non ha memoria non ha storia ne futuro ne identita","Fkl qrq kd phpruld qrq kd vwruld qh ixwxur qh lghqwlwd","Fwz hrc yu ptdiuxr hrc yu vifllp ey ijkoud ey lsvhwxku","qbm Gja uc vprhfqa uam vu ctigch zt lyvncf sa lqtiarbn","54"
"1567","it","La vita è fatta di momenti e non di anni che scorrono via","La vita e fatta di momenti e non di anni che scorrono via","Od ylwd h idwwd gl prphqwl h qrq gl dqql fkh vfruurqr yld","Op mcwp v zdiku gx diptenl t eiq sz uqcz wkt jwrgiiqd mcd","mh hYoj b iavrf nv dfwpphl v tla sm xjbx jbp dnzvuvmf xof","57"
"1568","it","Meglio un giorno da leone che cent'anni da pecora docile","Meglio un giorno da leone che cent'anni da pecora docile","Phjolr xq jlruqr gd ohrqh fkh fhqw'dqql gd shfrud grfloh","Ptxfld lh jxflqd uu otfhh ryy ften'dcec gp gyfdiu gdtcot","gpfHrq tt trfzga xa qpuyg cqc wpmg'lmfl ch fddagv mfpdpy","56"
"1569","it","Chi aspetta il momento perfetto non inizia mai niente","Chi aspetta il momento perfetto non inizia mai niente","Fkl dvshwwd lo prphqwr shuihwwr qrq lqlcld pdl qlhqwh","Fwz uvevnwp zf pddyqif jhgwywif hrc zhlozu ppz hltenh","abl Gjwiigh fb jchfzvd xgcqbqvm bgq ujayht jqh jwptlq","53"
"1570","it","La generosità è il profumo che rimane sulla mano che dà","La generosita e il profumo che rimane sulla mano che da","Od jhqhurvlwd h lo surixpr fkh ulpdqh vxood pdqr fkh gd","Op xyqtiivxku h xc judwopd tbh gzgdcv mxacu ppei fwv xd","ch pYrvxvarri n zq myffabk hpd dmqjof iaehr mvhl rbg if","55"
"1571","it","Non contare le ore del giorno ma fai contare ogni ora","Non contare le ore del giorno ma fai contare ogni ora","Qrq frqwduh oh ruh gho jlruqr pd idl frqwduh rjql rud","Qde wrckuut cy rgv xha xcrgei pp wul rfhwpiy rvec rgr","bfm Xlauncp da mru ime dqrvul ah uhb qtgchib vmul duu","53"
"1572","it","La verità pura è raramente pura e mai completamente semplice","La verita pura e raramente pura e mai completamente semplice","Od yhulwd sxud h ududphqwh sxud h pdl frpsohwdphqwh vhpsolfh","Op myuxku sjiu h grldbvhwt goup v gdx tipecywpdyqiv mhbgflrv","ch rYoaan azds v tquqkpfiy bddh r aiv fpclhhmcbfovk xigqduti","60"
"1573","it","Chi ha coraggio abbastanza trova sempre una via d'uscita","Chi ha coraggio abbastanza trova sempre una via d'uscita","Fkl kd frudjjlr deedvwdqcd wuryd vhpsuh xqd yld g'xvflwd","Fwz bd rfldvxcr psvdhkuqor nudmu vtdjut lhd kzu g'jjwlir","kbu Gj tfgmihfr iusaqyfnwx uafpa ozifqp nat afj b'zvdztu","56"
"1574","it","La pazienza è una virtù che si coltiva nelle difficoltà","La pazienza e una virtu che si coltiva nelle difficolta","Od sdclhqcd h xqd yluwx fkh vl frowlyd qhooh gliilfrowd","Op gucxvhcp v oqp mcuil wkt jc fdcnlkr hhacy gxwzlrffwp","ah rYdqmiyh h mim xobvp atm nz wfngmqt ucerq mjdbguhtgb","55"
"1575","it","Non c'è niente di impossibile per chi crede davvero in sé","Non c'e niente di impossibile per chi crede davvero in se","Qrq f'h qlhqwh gl lpsrvvleloh shu fkl fuhgh gdyyhur lq vh","Qde w'h czyqiv xl xdjrhjcexcy sti wkx tlhsv xdkmyud zh vt","bfm X'l cqjrvr xi ztfmqruzclm bpr svt nprsn qicfoqf pa ji","57"
"1576","it","L'amicizia è il dono più grande che la vita ci può dare","L'amicizia e il dono piu grande che la vita ci puo dare","O'dplflcld h lo grqr slx judqgh fkh od ylwd fl sxr gduh","O'pdcfxqcd t zf gdei sxl aupexh ryy op mcwp tc sjf xdgv","m'hrYfmgxg p ff jvdl erh stralc uhq cm yomh zb prs gdfi","55"
"1577","it","Chi non conosce se stesso non può conoscere nessun altro","Chi non conosce se stesso non puo conoscere nessun altro","Fkl qrq frqrvfh vh vwhvvr qrq sxr frqrvfhuh qhvvxq dowur","Fwz hrc tiqdjwh hv mwtjmr cfh sjf wrcfmftiy qtjmxc rfwgf","qbm Gjv upbfqxz oq iopmbz qug bzm sgougcppg voxzgm drubg","56"
"1578","it","La libertà è il bene più prezioso che l'uomo possa avere","La liberta e il bene piu prezioso che l'uomo possa avere","Od olehuwd h lo ehqh slx suhclrvr fkh o'xrpr srvvd dyhuh","Op ccetind t zf etey sxl jutqcrhf wkt c'orbf jrhju dkvlh","mh pYmwlvg p pf jcll zrp stmaxbqp ugy n'mzkq ugauz tnfiq","56"
"1579","it","Non basta vivere bisogna anche capire il senso del vivere","Non basta vivere bisogna anche capire il senso del vivere","Qrq edvwd ylyhuh elvrjqd dqfkh fdsluh lo vhqvr gho ylyhuh","Qde vdhku yxmyut scvdxhd pewkt tusxiy la jyqhf xha mcytiy","ifq Xlafn crpcom asqfhir bflap rnpcsv ce qtzrx gme pqoccv","57"
"1580","it","Il cambiamento è la legge della vita e non si può evitarlo","Il cambiamento e la legge della vita e non si puo evitarlo","Lo fdpeldphqwr h od ohjjh ghood ylwd h qrq vl sxr hylwduor","La tupqzuptenr t cu otxah svfop mcwp v hrc jc sjf yyxkuuaf","ae xTpahjwpphl a um epsyr gqimh hyoq b imm zu zcs garecnag","58"
"1581","it","Chi legge molto vive mille vite e non ne spreca nessuna","Chi legge molto vive mille vite e non ne spreca nessuna","Fkl ohjjh prowr ylyh plooh ylwh h qrq qh vsuhfd qhvvxqd","Fwz fhvxy pdcnr kzph bzfot mcwt v hrc ey veiyfp eyvhlhd","gbi Gjcqr wfnhm hujg kpqjm yoqp m bic ul clhivc glqqitf","55"
"1582","it","La forza vera viene da dentro e non da fuori di noi","La forza vera viene da dentro e non da fuori di noi","Od irucd yhud ylhqh gd ghqwur h qrq gd ixrul gl qrl","Op wiuor phgr pltey gp uyqiii h cfh gp worgz xl cfc","vh yYbha uhdp quctl ch vdavxv q mhq gy dbrdm uj mtg","51"
"1583","it","Non si può sempre scegliere ma si può sempre scegliere come","Non si puo sempre scegliere ma si puo sempre scegliere come","Qrq vl sxr vhpsuh vfhjolhuh pd vl sxr vhpsuh vfhjolhuh frph","Qde ml eli vtdjut jwhvcchgv gd hz jxd jypeiy vrvaoxvlh rfgh","ofl Xl vtt zppifb azmidqmdq iz qf fjc rzcluh veiitruyi dqgq","59"
"1584","it","La mente è come un fiore che sboccia quando è ben curata","La mente e come un fiore che sboccia quando e ben curata","Od phqwh h frph xq ilruh fkh verffld txdqgr h ehq fxudwd","Op dyqiv y fddy xc wcrgv wkt jvrrtcd fluqsf y ete wxgrnd","ch vYfcx i cfmg fm rbbdp uii nzmugup aftcsp x gbl lwdruf","56"
"1585","it","Chi vuole può e chi può deve quando si tratta di aiutare","Chi vuole puo e chi puo deve quando si tratta di aiutare","Fkl yxroh sxr h fkl sxr ghyh txdqgr vl wudwwd gl dlxwduh","Fwz pxdcy sjf y fwz jxd uyyt hodcui vx kldiku gx rcxirlh","hbf Gjcrm czb s gzg jcf pray cqvmrf at inavrf nm dutvruq","56"
"1586","it","La bontà non costa nulla eppure vale moltissimo sempre","La bonta non costa nulla eppure vale moltissimo sempre","Od erqwd qrq frvwd qxood hssxuh ydoh prowlvvlpr vhpsuh","Op siqir hrc tivir hxacu hegout muot dioizmvxdi vtdjut","vh vYsqx uvm vupqi uaelr myqdap paov yfovryjvif zppifa","54"
"1587","it","Non si tratta di dove sei ma di dove stai andando adesso","Non si tratta di dove sei ma di dove stai andando adesso","Qrq vl wudwwd gl gryh vhl pd gl gryh vwdl dqgdqgr dghvvr","Qde ml iiuwir xl sfph hvc pp uc gdmy virc dcuuqsf ugtjmr","ofv Xl atvrvs bu htgm qhq im ha cfvd omiu amsfaax gopdzu","56"
"1588","it","Il tempo che hai è tutto il tempo che ti serve per agire","Il tempo che hai e tutto il tempo che ti serve per agire","Lo whpsr fkh kdl h wxwwr lo whpsr fkh wl vhuyh shu djluh","La kypef wkt yul t kowif co ivgsd tbh iz mhgmy sti ujxiy","ce lTnbh gap pnc y tnmvv bg dyikf vsp oq jcdpq oas vcrzv","56"
"1589","it","Chi supera le sue paure trova la libertà che cercava","Chi supera le sue paure trova la liberta che cercava","Fkl vxshud oh vxh sdxuh wuryd od olehuwd fkh fhufdyd","Fwz mxevld av mxt guxgv nudmu op ccetind ryy ftiwdkr","obl Gjtrio ep fia rdwdf riaao mh pymwlvc upf cbgvnfu","52"
"1590","it","La speranza è come la stella polare che guida il navigante","La speranza e come la stella polare che guida il navigante","Od vshudqcd h frph od vwhood sroduh fkh jxlgd lo qdyljdqwh","Op jjhgrhcp v wrbv fd hkyoar jrarlh ryy jjzxd xc hdkzadcky","zh dYzqqubh k migu ic qefnzy uteuuu cqc rzrzj qf menmfjcfn","58"
"1591","it","Non c'è limite a quello che puoi fare se ci credi davvero","Non c'e limite a quello che puoi fare se ci credi davvero","Qrq f'h olplwh d txhoor fkh sxrl iduh vh fl fuhgl gdyyhur","Qde w'h azgliv u tjvfod tbh elil urlh hv wl riygx uuykvlr","bfe X'l dqjavz t igpikf lyp vqtt aqtu bq ic urtva datnciu","57"
"1592","it","L'importante è partecipare con tutto se stessi ogni volta","L'importante e partecipare con tutto se stessi ogni volta","O'lpsruwdqwh h sduwhflsduh frq wxwwr vh vwhvvl rjql yrowd","O'xdjrgkuqiv y spinhrzjdgv wrc kowif mh hkyvhz ijcz praku","z'rdYfauncvh x iwsvzudqjbf iym vunob gc qqqnvi jhme zjaun","57"
"1593","it","Chi cade e si rialza è più forte di chi non è mai caduto","Chi cade e si rialza e piu forte di chi non e mai caduto","Fkl fdgh h vl uldocd h slx iruwh gl fkl qrq h pdl fdgxwr","Fwz wdsv y vx icdaqu h ezo idinh sz wkx eiq t dul rrxxif","bbs Gjcf i mr eivafx y lfq jwvvb sr qjv nla p uxf rtuvrg","56"
"1594","it","La musica è la lingua che parla al cuore senza parole","La musica e la lingua che parla al cuore senza parole","Od pxvlfd h od olqjxd fkh sduod do fxruh vhqcd sduroh","Op dovxtu h ar flcxod ryy spifd pc wxdiy vtetd erlrav","yh rYfaip g em quytrc uhf cgsvb hf fmcrv pplil tfueui","53"
"1595","it","Non è la forza del corpo ma quella dello spirito che conta","Non e la forza del corpo ma quella dello spirito che conta","Qrq h od irucd gho frusr pd txhood ghoor vslulwr fkh frqwd","Qde y op wiuor xha tiuef gd flyoar xhaci vezllif wkt tiqir","cfh X lv ybrye auv qpdlg ag cftree yuvqm tlvijbt gvp vnpxu","58"
